locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000154045.1_ASM15404v1_00285	CDS	189				hypothetical protein
GCF_000154045.1_ASM15404v1_00286	CDS	486				hypothetical protein
GCF_000154045.1_ASM15404v1_00287	CDS	519	aroK	2.7.1.71	COG0703	Shikimate kinase 1
GCF_000154045.1_ASM15404v1_00288	CDS	198				hypothetical protein
GCF_000154045.1_ASM15404v1_00289	CDS	411				hypothetical protein
GCF_000154045.1_ASM15404v1_00290	CDS	183				hypothetical protein
GCF_000154045.1_ASM15404v1_00291	CDS	1539			COG2200	putative signaling protein
GCF_000154045.1_ASM15404v1_00292	CDS	282	fliS_1		COG1516	Flagellar secretion chaperone FliS
GCF_000154045.1_ASM15404v1_00293	CDS	282	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
GCF_000154045.1_ASM15404v1_00294	CDS	285	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
GCF_000154045.1_ASM15404v1_00295	CDS	333	ispF_1	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GCF_000154045.1_ASM15404v1_00296	CDS	174		2.7.2.1		acetate kinase
GCF_000154045.1_ASM15404v1_00297	CDS	417	motB_1		COG1360	Motility protein B
GCF_000154045.1_ASM15404v1_00298	CDS	384				hypothetical protein
GCF_000154045.1_ASM15404v1_00299	CDS	339	flaD_1		COG1344	Flagellin D
GCF_000154045.1_ASM15404v1_00300	CDS	309	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000154045.1_ASM15404v1_00301	CDS	465				hypothetical protein
GCF_000154045.1_ASM15404v1_00302	rRNA	773				16S ribosomal RNA (partial)
GCF_000154045.1_ASM15404v1_00303	CDS	531				hypothetical protein
GCF_000154045.1_ASM15404v1_00304	CDS	738				hypothetical protein
GCF_000154045.1_ASM15404v1_00305	CDS	1464	gbpA_1		COG3397	GlcNAc-binding protein A
GCF_000154045.1_ASM15404v1_00306	CDS	873				hypothetical protein
GCF_000154045.1_ASM15404v1_00307	CDS	642				hypothetical protein
GCF_000154045.1_ASM15404v1_00308	CDS	723	frp_1	1.5.1.38		NADPH-flavin oxidoreductase
GCF_000154045.1_ASM15404v1_00309	CDS	1122				hypothetical protein
GCF_000154045.1_ASM15404v1_00310	CDS	441	amsI_1	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase AmsI
GCF_000154045.1_ASM15404v1_00311	CDS	2160	wzc_1	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
GCF_000154045.1_ASM15404v1_00312	CDS	375				hypothetical protein
GCF_000154045.1_ASM15404v1_00313	CDS	309	ydhR_1	1.-.-.-		Putative monooxygenase YdhR
GCF_000154045.1_ASM15404v1_00314	CDS	324				hypothetical protein
GCF_000154045.1_ASM15404v1_00315	CDS	414	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
GCF_000154045.1_ASM15404v1_00316	CDS	258	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
GCF_000154045.1_ASM15404v1_00317	CDS	276				hypothetical protein
GCF_000154045.1_ASM15404v1_00318	CDS	192				hypothetical protein
GCF_000154045.1_ASM15404v1_00319	CDS	423		3.1.3.3	COG0560	Phosphoserine phosphatase
GCF_000154045.1_ASM15404v1_00320	CDS	96				hypothetical protein
GCF_000154045.1_ASM15404v1_00321	CDS	402				hypothetical protein
GCF_000154045.1_ASM15404v1_00322	CDS	222				hypothetical protein
GCF_000154045.1_ASM15404v1_00323	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GCF_000154045.1_ASM15404v1_00324	CDS	1467	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GCF_000154045.1_ASM15404v1_00325	CDS	1554	guaA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GCF_000154045.1_ASM15404v1_00326	CDS	1521				hypothetical protein
GCF_000154045.1_ASM15404v1_00327	CDS	1704				hypothetical protein
GCF_000154045.1_ASM15404v1_00328	CDS	591	satP_1		COG1584	Succinate-acetate/proton symporter SatP
GCF_000154045.1_ASM15404v1_00329	CDS	981				hypothetical protein
GCF_000154045.1_ASM15404v1_00330	CDS	1548	acp_1			Sodium/proton-dependent alanine carrier protein
GCF_000154045.1_ASM15404v1_00331	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
GCF_000154045.1_ASM15404v1_00332	CDS	453	gcvA_1			Glycine cleavage system transcriptional activator
GCF_000154045.1_ASM15404v1_00333	CDS	453	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
GCF_000154045.1_ASM15404v1_00334	CDS	960	leuO_1			HTH-type transcriptional regulator LeuO
GCF_000154045.1_ASM15404v1_00335	CDS	1047				hypothetical protein
GCF_000154045.1_ASM15404v1_00336	CDS	684				hypothetical protein
GCF_000154045.1_ASM15404v1_00337	CDS	798				hypothetical protein
GCF_000154045.1_ASM15404v1_00338	CDS	1548	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
GCF_000154045.1_ASM15404v1_00339	CDS	924	leuB_2	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GCF_000154045.1_ASM15404v1_00340	CDS	372	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000154045.1_ASM15404v1_00341	CDS	1122	pucG_3	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
GCF_000154045.1_ASM15404v1_00342	CDS	264				hypothetical protein
GCF_000154045.1_ASM15404v1_00343	CDS	228	rpsR		COG0238	30S ribosomal protein S18
GCF_000154045.1_ASM15404v1_00344	CDS	303	priB		COG2965	Primosomal replication protein N
GCF_000154045.1_ASM15404v1_00345	CDS	129				hypothetical protein
GCF_000154045.1_ASM15404v1_00346	CDS	783	kdgR_1		COG1414	Transcriptional regulator KdgR
GCF_000154045.1_ASM15404v1_00347	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GCF_000154045.1_ASM15404v1_00348	CDS	525	ygjV_1			Inner membrane protein YgjV
GCF_000154045.1_ASM15404v1_00349	CDS	321				hypothetical protein
GCF_000154045.1_ASM15404v1_00350	CDS	636				hypothetical protein
GCF_000154045.1_ASM15404v1_00351	CDS	96				hypothetical protein
GCF_000154045.1_ASM15404v1_00352	CDS	426	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCF_000154045.1_ASM15404v1_00353	CDS	225	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
GCF_000154045.1_ASM15404v1_00354	CDS	408	rnj	3.1.-.-		Ribonuclease J
GCF_000154045.1_ASM15404v1_00355	CDS	975		3.1.-.-	COG1236	Ribonuclease
GCF_000154045.1_ASM15404v1_00356	CDS	915	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GCF_000154045.1_ASM15404v1_00357	CDS	774				hypothetical protein
GCF_000154045.1_ASM15404v1_00358	CDS	279	hisF_1	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GCF_000154045.1_ASM15404v1_00359	CDS	723	ydiK_1		COG0628	Putative transport protein YdiK
GCF_000154045.1_ASM15404v1_00360	CDS	234				hypothetical protein
GCF_000154045.1_ASM15404v1_00361	CDS	411				hypothetical protein
GCF_000154045.1_ASM15404v1_00362	CDS	240				hypothetical protein
GCF_000154045.1_ASM15404v1_00363	CDS	405				hypothetical protein
GCF_000154045.1_ASM15404v1_00364	CDS	192				hypothetical protein
GCF_000154045.1_ASM15404v1_00365	CDS	306				hypothetical protein
GCF_000154045.1_ASM15404v1_00366	CDS	216				hypothetical protein
GCF_000154045.1_ASM15404v1_00367	CDS	390	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000154045.1_ASM15404v1_00368	CDS	381				hypothetical protein
GCF_000154045.1_ASM15404v1_00369	CDS	357	yibL			putative protein YibL
GCF_000154045.1_ASM15404v1_00370	CDS	375	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GCF_000154045.1_ASM15404v1_00371	CDS	225				hypothetical protein
GCF_000154045.1_ASM15404v1_00372	CDS	129				hypothetical protein
GCF_000154045.1_ASM15404v1_00373	CDS	306				hypothetical protein
GCF_000154045.1_ASM15404v1_00374	CDS	135				hypothetical protein
GCF_000154045.1_ASM15404v1_00375	CDS	564	pomA_1		COG1291	Chemotaxis protein PomA
GCF_000154045.1_ASM15404v1_00376	CDS	873	pyrG_1	6.3.4.2	COG0504	CTP synthase
GCF_000154045.1_ASM15404v1_00377	CDS	543	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GCF_000154045.1_ASM15404v1_00378	CDS	699				hypothetical protein
GCF_000154045.1_ASM15404v1_00379	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_00380	CDS	351				hypothetical protein
GCF_000154045.1_ASM15404v1_00381	CDS	612	yohD_1		COG0586	Inner membrane protein YohD
GCF_000154045.1_ASM15404v1_00382	CDS	1533	amiE_1	3.5.1.4		Aliphatic amidase
GCF_000154045.1_ASM15404v1_00383	CDS	891	gcvA_2			Glycine cleavage system transcriptional activator
GCF_000154045.1_ASM15404v1_00384	CDS	564	ompA_1		COG2885	Outer membrane protein A
GCF_000154045.1_ASM15404v1_00385	CDS	570				hypothetical protein
GCF_000154045.1_ASM15404v1_00386	CDS	240				hypothetical protein
GCF_000154045.1_ASM15404v1_00387	CDS	846				hypothetical protein
GCF_000154045.1_ASM15404v1_00388	CDS	615				hypothetical protein
GCF_000154045.1_ASM15404v1_00389	CDS	744				hypothetical protein
GCF_000154045.1_ASM15404v1_00390	CDS	1206	intA_1		COG0582	Prophage integrase IntA
GCF_000154045.1_ASM15404v1_00391	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
GCF_000154045.1_ASM15404v1_00392	CDS	510				hypothetical protein
GCF_000154045.1_ASM15404v1_00393	CDS	486	smpB_1		COG0691	SsrA-binding protein
GCF_000154045.1_ASM15404v1_00394	CDS	444	ratA_1		COG2867	Ribosome association toxin RatA
GCF_000154045.1_ASM15404v1_00395	CDS	396				hypothetical protein
GCF_000154045.1_ASM15404v1_00396	CDS	252	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
GCF_000154045.1_ASM15404v1_00397	CDS	450				hypothetical protein
GCF_000154045.1_ASM15404v1_00398	CDS	777				hypothetical protein
GCF_000154045.1_ASM15404v1_00399	CDS	456	gor_2	1.8.1.7	COG1249	Glutathione reductase
GCF_000154045.1_ASM15404v1_00400	CDS	906	benM			HTH-type transcriptional regulator BenM
GCF_000154045.1_ASM15404v1_00401	CDS	825	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
GCF_000154045.1_ASM15404v1_00402	CDS	612	eda_1		COG0800	Putative KHG/KDPG aldolase
GCF_000154045.1_ASM15404v1_00403	CDS	663	gntU		COG2610	Low-affinity gluconate transporter
GCF_000154045.1_ASM15404v1_00404	CDS	924	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
GCF_000154045.1_ASM15404v1_00405	CDS	552				hypothetical protein
GCF_000154045.1_ASM15404v1_00406	CDS	177				hypothetical protein
GCF_000154045.1_ASM15404v1_00407	CDS	198				hypothetical protein
GCF_000154045.1_ASM15404v1_00408	CDS	432				hypothetical protein
GCF_000154045.1_ASM15404v1_00409	CDS	1638	yegS_1	2.7.1.-		lipid kinase YegS
GCF_000154045.1_ASM15404v1_00410	CDS	399				hypothetical protein
GCF_000154045.1_ASM15404v1_00411	CDS	603	leuD1_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
GCF_000154045.1_ASM15404v1_00412	CDS	819	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
GCF_000154045.1_ASM15404v1_00413	CDS	408	murJ_1			lipid II flippase MurJ
GCF_000154045.1_ASM15404v1_00414	CDS	156	gltA_1	2.3.3.16	COG0372	Citrate synthase
GCF_000154045.1_ASM15404v1_00415	CDS	129			COG0327	GTP cyclohydrolase 1 type 2 
GCF_000154045.1_ASM15404v1_00416	CDS	519				hypothetical protein
GCF_000154045.1_ASM15404v1_00417	CDS	351	yffB_1		COG1393	Protein YffB
GCF_000154045.1_ASM15404v1_00418	CDS	366	rpsF		COG0360	30S ribosomal protein S6
GCF_000154045.1_ASM15404v1_00419	CDS	126				hypothetical protein
GCF_000154045.1_ASM15404v1_00420	CDS	354	pabB_1	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GCF_000154045.1_ASM15404v1_00421	CDS	657	cysB_1			HTH-type transcriptional regulator CysB
GCF_000154045.1_ASM15404v1_00422	CDS	300	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
GCF_000154045.1_ASM15404v1_00423	CDS	216	fadE_1	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
GCF_000154045.1_ASM15404v1_00424	CDS	237			COG0715	Putative thiamine biosynthesis protein
GCF_000154045.1_ASM15404v1_00425	CDS	717	psd_1	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
GCF_000154045.1_ASM15404v1_00426	CDS	366	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
GCF_000154045.1_ASM15404v1_00427	CDS	387	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
GCF_000154045.1_ASM15404v1_00428	CDS	393	rpsH_1		COG0096	30S ribosomal protein S8
GCF_000154045.1_ASM15404v1_00429	CDS	138				hypothetical protein
GCF_000154045.1_ASM15404v1_00430	CDS	660	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GCF_000154045.1_ASM15404v1_00431	CDS	687	zapE			Cell division protein ZapE
GCF_000154045.1_ASM15404v1_00432	CDS	474				hypothetical protein
GCF_000154045.1_ASM15404v1_00433	CDS	714	gspK_2		COG3156	Putative type II secretion system protein K
GCF_000154045.1_ASM15404v1_00434	CDS	837				hypothetical protein
GCF_000154045.1_ASM15404v1_00435	CDS	324				hypothetical protein
GCF_000154045.1_ASM15404v1_00436	CDS	393	pctB_1		COG0840	Methyl-accepting chemotaxis protein PctB
GCF_000154045.1_ASM15404v1_00437	CDS	402				hypothetical protein
GCF_000154045.1_ASM15404v1_00438	CDS	456	glnG_1		COG2204	DNA-binding transcriptional regulator NtrC
GCF_000154045.1_ASM15404v1_00439	CDS	417				hypothetical protein
GCF_000154045.1_ASM15404v1_00440	CDS	336			COG1292	Glycine betaine transporter 1
GCF_000154045.1_ASM15404v1_00441	CDS	351	rpsA_1		COG0539	30S ribosomal protein S1
GCF_000154045.1_ASM15404v1_00442	CDS	594	yhgF_2		COG2183	Protein YhgF
GCF_000154045.1_ASM15404v1_00443	CDS	570	purR_1			HTH-type transcriptional repressor PurR
GCF_000154045.1_ASM15404v1_00444	CDS	603				hypothetical protein
GCF_000154045.1_ASM15404v1_00445	CDS	165				hypothetical protein
GCF_000154045.1_ASM15404v1_00446	CDS	231				hypothetical protein
GCF_000154045.1_ASM15404v1_00447	CDS	297				hypothetical protein
GCF_000154045.1_ASM15404v1_00448	CDS	270	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GCF_000154045.1_ASM15404v1_00449	CDS	339				hypothetical protein
GCF_000154045.1_ASM15404v1_00450	CDS	330				hypothetical protein
GCF_000154045.1_ASM15404v1_00451	CDS	285				hypothetical protein
GCF_000154045.1_ASM15404v1_00452	CDS	279	cpxA_1	2.7.13.3		Sensor histidine kinase CpxA
GCF_000154045.1_ASM15404v1_00453	CDS	402	gshB_1	6.3.2.3	COG0189	Glutathione synthetase
GCF_000154045.1_ASM15404v1_00454	CDS	516	ptxB			putative phosphite transport system-binding protein PtxB
GCF_000154045.1_ASM15404v1_00455	CDS	399	epsE_1		COG2804	Type II secretion system protein E
GCF_000154045.1_ASM15404v1_00456	CDS	2010	csrD			RNase E specificity factor CsrD
GCF_000154045.1_ASM15404v1_00457	CDS	531	ssb			Single-stranded DNA-binding protein
GCF_000154045.1_ASM15404v1_00458	CDS	645	malT_1			HTH-type transcriptional regulator MalT
GCF_000154045.1_ASM15404v1_00459	CDS	873	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GCF_000154045.1_ASM15404v1_00460	CDS	456	licH_3	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GCF_000154045.1_ASM15404v1_00461	CDS	402				hypothetical protein
GCF_000154045.1_ASM15404v1_00462	CDS	414	rsmH_1	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
GCF_000154045.1_ASM15404v1_00463	CDS	630				hypothetical protein
GCF_000154045.1_ASM15404v1_00464	CDS	714				hypothetical protein
GCF_000154045.1_ASM15404v1_00465	CDS	291		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
GCF_000154045.1_ASM15404v1_00466	CDS	687	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_000154045.1_ASM15404v1_00467	CDS	603	nrfB			Cytochrome c-type protein NrfB
GCF_000154045.1_ASM15404v1_00468	CDS	354				hypothetical protein
GCF_000154045.1_ASM15404v1_00469	CDS	474	ogl_1	4.2.2.6	COG0823	Oligogalacturonate lyase
GCF_000154045.1_ASM15404v1_00470	CDS	312	rpsJ_1		COG0051	30S ribosomal protein S10
GCF_000154045.1_ASM15404v1_00471	CDS	180				hypothetical protein
GCF_000154045.1_ASM15404v1_00472	CDS	351				hypothetical protein
GCF_000154045.1_ASM15404v1_00473	CDS	513				hypothetical protein
GCF_000154045.1_ASM15404v1_00474	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_00475	CDS	432				hypothetical protein
GCF_000154045.1_ASM15404v1_00476	CDS	399				hypothetical protein
GCF_000154045.1_ASM15404v1_00477	CDS	198				hypothetical protein
GCF_000154045.1_ASM15404v1_00478	CDS	411				hypothetical protein
GCF_000154045.1_ASM15404v1_00479	CDS	171	rpmG_2		COG0267	50S ribosomal protein L33
GCF_000154045.1_ASM15404v1_00480	CDS	183				hypothetical protein
GCF_000154045.1_ASM15404v1_00481	CDS	477	lrp_1		COG1522	Leucine-responsive regulatory protein
GCF_000154045.1_ASM15404v1_00482	CDS	168				hypothetical protein
GCF_000154045.1_ASM15404v1_00483	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_00484	CDS	534				hypothetical protein
GCF_000154045.1_ASM15404v1_00485	CDS	435				hypothetical protein
GCF_000154045.1_ASM15404v1_00486	CDS	240				hypothetical protein
GCF_000154045.1_ASM15404v1_00487	CDS	294				hypothetical protein
GCF_000154045.1_ASM15404v1_00488	CDS	492				hypothetical protein
GCF_000154045.1_ASM15404v1_00489	CDS	483				hypothetical protein
GCF_000154045.1_ASM15404v1_00490	CDS	246	fabZ_1	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GCF_000154045.1_ASM15404v1_00491	tRNA	77				tRNA-Met(cat)
GCF_000154045.1_ASM15404v1_00492	tRNA	84				tRNA-Leu(gag)
GCF_000154045.1_ASM15404v1_00493	CDS	321	secG		COG1314	Protein-export membrane protein SecG
GCF_000154045.1_ASM15404v1_00494	CDS	432				hypothetical protein
GCF_000154045.1_ASM15404v1_00495	CDS	300				hypothetical protein
GCF_000154045.1_ASM15404v1_00496	CDS	291	fabV_1	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH] 1
GCF_000154045.1_ASM15404v1_00497	CDS	345	ybjL			Putative transport protein YbjL
GCF_000154045.1_ASM15404v1_00498	CDS	819	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
GCF_000154045.1_ASM15404v1_00499	CDS	930	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
GCF_000154045.1_ASM15404v1_00500	CDS	624	eda_2		COG0800	Putative KHG/KDPG aldolase
GCF_000154045.1_ASM15404v1_00501	CDS	1740				hypothetical protein
GCF_000154045.1_ASM15404v1_00502	CDS	684	kdgM_1			Oligogalacturonate-specific porin KdgM
GCF_000154045.1_ASM15404v1_00503	CDS	2229	pelX_1	4.2.2.9		Pectate disaccharide-lyase
GCF_000154045.1_ASM15404v1_00504	CDS	408	yhfA_1		COG1765	Protein YhfA
GCF_000154045.1_ASM15404v1_00505	CDS	771	tpiA_1	5.3.1.1		Triosephosphate isomerase
GCF_000154045.1_ASM15404v1_00506	CDS	675	gfcB			putative lipoprotein GfcB
GCF_000154045.1_ASM15404v1_00507	CDS	762				hypothetical protein
GCF_000154045.1_ASM15404v1_00508	CDS	2199				hypothetical protein
GCF_000154045.1_ASM15404v1_00509	CDS	942	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
GCF_000154045.1_ASM15404v1_00510	CDS	990	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
GCF_000154045.1_ASM15404v1_00511	CDS	1059	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
GCF_000154045.1_ASM15404v1_00512	CDS	1272	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
GCF_000154045.1_ASM15404v1_00513	CDS	720				hypothetical protein
GCF_000154045.1_ASM15404v1_00514	CDS	1029				hypothetical protein
GCF_000154045.1_ASM15404v1_00515	CDS	1107				hypothetical protein
GCF_000154045.1_ASM15404v1_00516	CDS	771		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
GCF_000154045.1_ASM15404v1_00517	CDS	816	yafV	3.5.1.3		Omega-amidase YafV
GCF_000154045.1_ASM15404v1_00518	CDS	1320	kat	2.6.1.111		3-aminobutyryl-CoA aminotransferase
GCF_000154045.1_ASM15404v1_00519	CDS	201	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GCF_000154045.1_ASM15404v1_00520	CDS	426	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
GCF_000154045.1_ASM15404v1_00521	CDS	792				hypothetical protein
GCF_000154045.1_ASM15404v1_00522	CDS	546				hypothetical protein
GCF_000154045.1_ASM15404v1_00523	CDS	438				hypothetical protein
GCF_000154045.1_ASM15404v1_00524	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
GCF_000154045.1_ASM15404v1_00525	CDS	156				hypothetical protein
GCF_000154045.1_ASM15404v1_00526	CDS	468	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
GCF_000154045.1_ASM15404v1_00527	CDS	690	phoB_2		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GCF_000154045.1_ASM15404v1_00528	CDS	261				hypothetical protein
GCF_000154045.1_ASM15404v1_00529	CDS	330	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
GCF_000154045.1_ASM15404v1_00530	CDS	450				hypothetical protein
GCF_000154045.1_ASM15404v1_00531	CDS	204				hypothetical protein
GCF_000154045.1_ASM15404v1_00532	CDS	264	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
GCF_000154045.1_ASM15404v1_00533	CDS	372	spy		COG3678	Periplasmic chaperone Spy
GCF_000154045.1_ASM15404v1_00534	CDS	699	hemX		COG2959	Protein HemX
GCF_000154045.1_ASM15404v1_00535	CDS	105				hypothetical protein
GCF_000154045.1_ASM15404v1_00536	CDS	489	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GCF_000154045.1_ASM15404v1_00537	CDS	486				hypothetical protein
GCF_000154045.1_ASM15404v1_00538	CDS	210				hypothetical protein
GCF_000154045.1_ASM15404v1_00539	CDS	330				hypothetical protein
GCF_000154045.1_ASM15404v1_00540	CDS	666	flaD_2		COG1344	Flagellin D
GCF_000154045.1_ASM15404v1_00541	CDS	816	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
GCF_000154045.1_ASM15404v1_00542	CDS	519	rhaR_1			HTH-type transcriptional activator RhaR
GCF_000154045.1_ASM15404v1_00543	CDS	243				hypothetical protein
GCF_000154045.1_ASM15404v1_00544	CDS	483				hypothetical protein
GCF_000154045.1_ASM15404v1_00545	CDS	288	mscS_1		COG0668	Small-conductance mechanosensitive channel
GCF_000154045.1_ASM15404v1_00546	CDS	1383				hypothetical protein
GCF_000154045.1_ASM15404v1_00547	CDS	909				hypothetical protein
GCF_000154045.1_ASM15404v1_00548	CDS	708				hypothetical protein
GCF_000154045.1_ASM15404v1_00549	CDS	477	lrp_2		COG1522	Leucine-responsive regulatory protein
GCF_000154045.1_ASM15404v1_00550	CDS	309				hypothetical protein
GCF_000154045.1_ASM15404v1_00551	CDS	681	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
GCF_000154045.1_ASM15404v1_00552	CDS	444	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GCF_000154045.1_ASM15404v1_00553	CDS	327	flaD_3		COG1344	Flagellin D
