locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000182345.1_ASM18234v1_00294	CDS	375				hypothetical protein
GCF_000182345.1_ASM18234v1_00295	CDS	468				hypothetical protein
GCF_000182345.1_ASM18234v1_00296	CDS	243				hypothetical protein
GCF_000182345.1_ASM18234v1_00297	CDS	477				hypothetical protein
GCF_000182345.1_ASM18234v1_00298	CDS	285				hypothetical protein
GCF_000182345.1_ASM18234v1_00299	CDS	279				hypothetical protein
GCF_000182345.1_ASM18234v1_00300	CDS	285				hypothetical protein
GCF_000182345.1_ASM18234v1_00301	CDS	273				hypothetical protein
GCF_000182345.1_ASM18234v1_00302	CDS	543				hypothetical protein
GCF_000182345.1_ASM18234v1_00303	CDS	822				hypothetical protein
GCF_000182345.1_ASM18234v1_00304	CDS	708				hypothetical protein
GCF_000182345.1_ASM18234v1_00305	CDS	603				hypothetical protein
GCF_000182345.1_ASM18234v1_00306	CDS	1149				hypothetical protein
GCF_000182345.1_ASM18234v1_00307	CDS	255	yefM		COG2161	Antitoxin YefM
GCF_000182345.1_ASM18234v1_00308	CDS	270	yoeB	3.1.-.-	COG4115	Toxin YoeB
GCF_000182345.1_ASM18234v1_00309	CDS	381				hypothetical protein
GCF_000182345.1_ASM18234v1_00310	CDS	447				hypothetical protein
GCF_000182345.1_ASM18234v1_00311	CDS	402	hit_2		COG0537	Protein hit
GCF_000182345.1_ASM18234v1_00312	CDS	963				hypothetical protein
GCF_000182345.1_ASM18234v1_00313	CDS	2631	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
GCF_000182345.1_ASM18234v1_00314	CDS	1218	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
GCF_000182345.1_ASM18234v1_00315	CDS	1458	glgA	2.4.1.21	COG0297	Glycogen synthase
GCF_000182345.1_ASM18234v1_00316	CDS	804	nap	3.1.1.1	COG0596	putative carboxylesterase nap
GCF_000182345.1_ASM18234v1_00317	CDS	321				hypothetical protein
GCF_000182345.1_ASM18234v1_00318	CDS	693				hypothetical protein
GCF_000182345.1_ASM18234v1_00319	CDS	591	tfoX1_2		COG3070	DNA transformation protein TfoX1
GCF_000182345.1_ASM18234v1_00320	CDS	1005	purR		COG1609	HTH-type transcriptional repressor PurR
GCF_000182345.1_ASM18234v1_00321	CDS	648	torD_1		COG3381	Chaperone protein TorD
GCF_000182345.1_ASM18234v1_00322	CDS	714	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
GCF_000182345.1_ASM18234v1_00323	CDS	786				hypothetical protein
GCF_000182345.1_ASM18234v1_00324	CDS	792	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
GCF_000182345.1_ASM18234v1_00325	CDS	1338	mukF		COG3006	Chromosome partition protein MukF
GCF_000182345.1_ASM18234v1_00326	CDS	726	mukE		COG3095	Chromosome partition protein MukE
GCF_000182345.1_ASM18234v1_00327	CDS	4470	mukB		COG3096	Chromosome partition protein MukB
GCF_000182345.1_ASM18234v1_00328	CDS	153				hypothetical protein
GCF_000182345.1_ASM18234v1_00329	CDS	969				hypothetical protein
GCF_000182345.1_ASM18234v1_00330	CDS	1506				hypothetical protein
GCF_000182345.1_ASM18234v1_00331	CDS	747				hypothetical protein
GCF_000182345.1_ASM18234v1_00332	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
GCF_000182345.1_ASM18234v1_00333	CDS	738	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
GCF_000182345.1_ASM18234v1_00334	CDS	870				hypothetical protein
GCF_000182345.1_ASM18234v1_00335	CDS	1779	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
GCF_000182345.1_ASM18234v1_00336	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GCF_000182345.1_ASM18234v1_00337	CDS	1452				hypothetical protein
GCF_000182345.1_ASM18234v1_00338	tRNA	76				tRNA-Glu(ttc)
GCF_000182345.1_ASM18234v1_00339	rRNA	2888				23S ribosomal RNA
GCF_000182345.1_ASM18234v1_00340	rRNA	111				5S ribosomal RNA
GCF_000182345.1_ASM18234v1_00341	tRNA	77				tRNA-Asp(gtc)
GCF_000182345.1_ASM18234v1_00342	tRNA	77				tRNA-Trp(cca)
GCF_000182345.1_ASM18234v1_00343	CDS	333				hypothetical protein
GCF_000182345.1_ASM18234v1_00344	CDS	840	mepA_1	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
GCF_000182345.1_ASM18234v1_00345	CDS	309				hypothetical protein
GCF_000182345.1_ASM18234v1_00346	CDS	255	yfhL		COG1145	Ferredoxin YfhL
GCF_000182345.1_ASM18234v1_00347	CDS	1401	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
GCF_000182345.1_ASM18234v1_00348	CDS	915	rdgC		COG2974	Recombination-associated protein RdgC
GCF_000182345.1_ASM18234v1_00349	CDS	690	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GCF_000182345.1_ASM18234v1_00350	CDS	1299	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GCF_000182345.1_ASM18234v1_00351	CDS	960	pstS		COG0226	Phosphate-binding protein PstS
GCF_000182345.1_ASM18234v1_00352	CDS	1506	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GCF_000182345.1_ASM18234v1_00353	CDS	2091	ppk	2.7.4.1	COG0855	Polyphosphate kinase
GCF_000182345.1_ASM18234v1_00354	CDS	2205				hypothetical protein
GCF_000182345.1_ASM18234v1_00355	CDS	1674				hypothetical protein
GCF_000182345.1_ASM18234v1_00356	CDS	819	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
GCF_000182345.1_ASM18234v1_00357	CDS	699	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
GCF_000182345.1_ASM18234v1_00358	CDS	777		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
GCF_000182345.1_ASM18234v1_00359	CDS	744	cutC			Copper homeostasis protein CutC
GCF_000182345.1_ASM18234v1_00360	CDS	612	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GCF_000182345.1_ASM18234v1_00361	CDS	906	oxyR_1			Hydrogen peroxide-inducible genes activator
GCF_000182345.1_ASM18234v1_00362	CDS	1629	aceB	2.3.3.9	COG2225	Malate synthase A
GCF_000182345.1_ASM18234v1_00363	CDS	1311	aceA	4.1.3.1	COG2224	Isocitrate lyase
GCF_000182345.1_ASM18234v1_00364	CDS	459	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GCF_000182345.1_ASM18234v1_00365	CDS	1149				hypothetical protein
GCF_000182345.1_ASM18234v1_00366	CDS	1053	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GCF_000182345.1_ASM18234v1_00367	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
GCF_000182345.1_ASM18234v1_00368	CDS	330	yajC		COG1862	Sec translocon accessory complex subunit YajC
GCF_000182345.1_ASM18234v1_00369	CDS	1824	secD_1		COG0342	Protein translocase subunit SecD
GCF_000182345.1_ASM18234v1_00370	CDS	948	secF_1		COG0341	Protein translocase subunit SecF
GCF_000182345.1_ASM18234v1_00371	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
GCF_000182345.1_ASM18234v1_00372	CDS	720	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GCF_000182345.1_ASM18234v1_00373	CDS	477	iscR		COG1959	HTH-type transcriptional regulator IscR
GCF_000182345.1_ASM18234v1_00374	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
GCF_000182345.1_ASM18234v1_00375	CDS	384	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
GCF_000182345.1_ASM18234v1_00376	CDS	324	iscA		COG0316	Iron-binding protein IscA
GCF_000182345.1_ASM18234v1_00377	CDS	516	hscB		COG1076	Co-chaperone protein HscB 
GCF_000182345.1_ASM18234v1_00378	CDS	1854	hscA_2		COG0443	Chaperone protein HscA
GCF_000182345.1_ASM18234v1_00379	CDS	339	fdx		COG0633	2Fe-2S ferredoxin
GCF_000182345.1_ASM18234v1_00380	CDS	195	iscX		COG2975	Protein IscX
GCF_000182345.1_ASM18234v1_00381	CDS	1299	pepB	3.4.11.23	COG0260	Peptidase B
GCF_000182345.1_ASM18234v1_00382	CDS	426	ndk	2.7.4.6		Nucleoside diphosphate kinase
GCF_000182345.1_ASM18234v1_00383	CDS	1128	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
GCF_000182345.1_ASM18234v1_00384	CDS	951	rodZ		COG1426	Cytoskeleton protein RodZ
GCF_000182345.1_ASM18234v1_00385	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GCF_000182345.1_ASM18234v1_00386	CDS	1239	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GCF_000182345.1_ASM18234v1_00387	CDS	615				hypothetical protein
GCF_000182345.1_ASM18234v1_00388	CDS	1161	bamB		COG1520	Outer membrane protein assembly factor BamB
GCF_000182345.1_ASM18234v1_00389	CDS	1497	der		COG1160	GTPase Der
GCF_000182345.1_ASM18234v1_00390	CDS	954				hypothetical protein
GCF_000182345.1_ASM18234v1_00391	CDS	225				hypothetical protein
GCF_000182345.1_ASM18234v1_00392	CDS	1332	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GCF_000182345.1_ASM18234v1_00393	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GCF_000182345.1_ASM18234v1_00394	CDS	1554	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GCF_000182345.1_ASM18234v1_00395	CDS	1521				hypothetical protein
GCF_000182345.1_ASM18234v1_00396	CDS	1725				hypothetical protein
GCF_000182345.1_ASM18234v1_00397	CDS	591	satP		COG1584	Succinate-acetate/proton symporter SatP
GCF_000182345.1_ASM18234v1_00398	CDS	981				hypothetical protein
GCF_000182345.1_ASM18234v1_00399	CDS	1548	acp			Sodium/proton-dependent alanine carrier protein
GCF_000182345.1_ASM18234v1_00400	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
GCF_000182345.1_ASM18234v1_00401	CDS	921	gcvA_1			Glycine cleavage system transcriptional activator
GCF_000182345.1_ASM18234v1_00402	CDS	519				hypothetical protein
GCF_000182345.1_ASM18234v1_00403	CDS	1137				hypothetical protein
GCF_000182345.1_ASM18234v1_00404	CDS	1746	nfdA	3.5.1.91		N-substituted formamide deformylase
GCF_000182345.1_ASM18234v1_00405	CDS	1269	oah1	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 1
GCF_000182345.1_ASM18234v1_00406	CDS	1416		2.6.1.-	COG0161	putative aminotransferase
GCF_000182345.1_ASM18234v1_00407	CDS	840	kce	2.3.1.247		3-keto-5-aminohexanoate cleavage enzyme
GCF_000182345.1_ASM18234v1_00408	CDS	1368				hypothetical protein
GCF_000182345.1_ASM18234v1_00409	CDS	612	yohD		COG0586	Inner membrane protein YohD
GCF_000182345.1_ASM18234v1_00410	CDS	1533	amiE	3.5.1.4		Aliphatic amidase
GCF_000182345.1_ASM18234v1_00411	CDS	891	gcvA_2			Glycine cleavage system transcriptional activator
GCF_000182345.1_ASM18234v1_00412	CDS	564	ompA_2		COG2885	Outer membrane protein A
GCF_000182345.1_ASM18234v1_00413	CDS	729				hypothetical protein
GCF_000182345.1_ASM18234v1_00414	CDS	645	tnpR_1			Transposon Tn3 resolvase
GCF_000182345.1_ASM18234v1_00415	CDS	201				hypothetical protein
GCF_000182345.1_ASM18234v1_00416	CDS	612				hypothetical protein
GCF_000182345.1_ASM18234v1_00417	CDS	498	rnhA_1	3.1.26.4	COG0328	Ribonuclease HI
GCF_000182345.1_ASM18234v1_00418	CDS	1800				hypothetical protein
GCF_000182345.1_ASM18234v1_00419	CDS	570				hypothetical protein
GCF_000182345.1_ASM18234v1_00420	CDS	240				hypothetical protein
GCF_000182345.1_ASM18234v1_00421	CDS	846				hypothetical protein
GCF_000182345.1_ASM18234v1_00422	CDS	615				hypothetical protein
GCF_000182345.1_ASM18234v1_00423	CDS	744				hypothetical protein
GCF_000182345.1_ASM18234v1_00424	CDS	1206	intA_2		COG0582	Prophage integrase IntA
GCF_000182345.1_ASM18234v1_00425	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
GCF_000182345.1_ASM18234v1_00426	CDS	510				hypothetical protein
GCF_000182345.1_ASM18234v1_00427	CDS	486	smpB		COG0691	SsrA-binding protein
GCF_000182345.1_ASM18234v1_00428	CDS	444	ratA		COG2867	Ribosome association toxin RatA
GCF_000182345.1_ASM18234v1_00429	CDS	348	rnfH			Protein RnfH
GCF_000182345.1_ASM18234v1_00430	CDS	360	bamE		COG2913	Outer membrane protein assembly factor BamE
GCF_000182345.1_ASM18234v1_00431	CDS	1665	recN		COG0497	DNA repair protein RecN
GCF_000182345.1_ASM18234v1_00432	CDS	1191				hypothetical protein
GCF_000182345.1_ASM18234v1_00433	CDS	885	nadK	2.7.1.23	COG0061	NAD kinase
GCF_000182345.1_ASM18234v1_00434	CDS	597	grpE		COG0576	Protein GrpE
GCF_000182345.1_ASM18234v1_00435	CDS	1275	gltP_1		COG1301	Proton/glutamate-aspartate symporter
GCF_000182345.1_ASM18234v1_00436	CDS	1914	dnaK		COG0443	Chaperone protein DnaK
GCF_000182345.1_ASM18234v1_00437	CDS	1146	dnaJ		COG0484	Chaperone protein DnaJ
GCF_000182345.1_ASM18234v1_00438	CDS	432				hypothetical protein
GCF_000182345.1_ASM18234v1_00439	CDS	516				hypothetical protein
GCF_000182345.1_ASM18234v1_00440	CDS	627				hypothetical protein
GCF_000182345.1_ASM18234v1_00441	CDS	1308				hypothetical protein
GCF_000182345.1_ASM18234v1_00442	CDS	411				hypothetical protein
GCF_000182345.1_ASM18234v1_00443	CDS	180				hypothetical protein
GCF_000182345.1_ASM18234v1_00444	CDS	1560	abgT_1		COG2978	p-aminobenzoyl-glutamate transport protein
GCF_000182345.1_ASM18234v1_00445	CDS	525	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
GCF_000182345.1_ASM18234v1_00446	CDS	1578	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
GCF_000182345.1_ASM18234v1_00447	CDS	3915	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
GCF_000182345.1_ASM18234v1_00448	CDS	303				hypothetical protein
GCF_000182345.1_ASM18234v1_00449	CDS	444				hypothetical protein
GCF_000182345.1_ASM18234v1_00450	CDS	1071	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
GCF_000182345.1_ASM18234v1_00451	CDS	540				hypothetical protein
GCF_000182345.1_ASM18234v1_00452	CDS	1473	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
GCF_000182345.1_ASM18234v1_00453	CDS	1290	adeP		COG2252	Adenine permease AdeP
GCF_000182345.1_ASM18234v1_00454	CDS	465	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
GCF_000182345.1_ASM18234v1_00455	CDS	1248				hypothetical protein
GCF_000182345.1_ASM18234v1_00456	CDS	390	crl			Sigma factor-binding protein Crl
GCF_000182345.1_ASM18234v1_00457	CDS	1140	proB	2.7.2.11	COG0263	Glutamate 5-kinase
GCF_000182345.1_ASM18234v1_00458	CDS	1236	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GCF_000182345.1_ASM18234v1_00459	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
GCF_000182345.1_ASM18234v1_00460	CDS	1125	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
GCF_000182345.1_ASM18234v1_00461	CDS	654	ribE	2.5.1.9		Riboflavin synthase
GCF_000182345.1_ASM18234v1_00462	CDS	1110	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
GCF_000182345.1_ASM18234v1_00463	CDS	471	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
GCF_000182345.1_ASM18234v1_00464	CDS	468	nusB		COG0781	Transcription antitermination protein NusB
GCF_000182345.1_ASM18234v1_00465	CDS	864	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GCF_000182345.1_ASM18234v1_00466	CDS	507	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
GCF_000182345.1_ASM18234v1_00467	CDS	1866	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GCF_000182345.1_ASM18234v1_00468	CDS	885	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
GCF_000182345.1_ASM18234v1_00469	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GCF_000182345.1_ASM18234v1_00470	CDS	762	pomA		COG1291	Chemotaxis protein PomA
GCF_000182345.1_ASM18234v1_00471	CDS	525				hypothetical protein
GCF_000182345.1_ASM18234v1_00472	CDS	600		2.1.1.-	COG1901	Putative pseudouridine methyltransferase
GCF_000182345.1_ASM18234v1_00473	CDS	1344	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
GCF_000182345.1_ASM18234v1_00474	CDS	1386	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
GCF_000182345.1_ASM18234v1_00475	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GCF_000182345.1_ASM18234v1_00476	CDS	759	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GCF_000182345.1_ASM18234v1_00477	CDS	801	ribX			Riboflavin transport system permease protein RibX
GCF_000182345.1_ASM18234v1_00478	CDS	951			COG0715	Putative thiamine biosynthesis protein
GCF_000182345.1_ASM18234v1_00479	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
GCF_000182345.1_ASM18234v1_00480	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GCF_000182345.1_ASM18234v1_00481	CDS	615	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
GCF_000182345.1_ASM18234v1_00482	CDS	699				hypothetical protein
GCF_000182345.1_ASM18234v1_00483	CDS	2448	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
GCF_000182345.1_ASM18234v1_00484	CDS	1095	torY		COG3005	Cytochrome c-type protein TorY
GCF_000182345.1_ASM18234v1_00485	CDS	516				hypothetical protein
GCF_000182345.1_ASM18234v1_00486	CDS	732	ygfF	1.-.-.-		putative oxidoreductase YgfF
GCF_000182345.1_ASM18234v1_00487	CDS	471				hypothetical protein
GCF_000182345.1_ASM18234v1_00488	CDS	468				hypothetical protein
GCF_000182345.1_ASM18234v1_00489	CDS	528				hypothetical protein
GCF_000182345.1_ASM18234v1_00490	CDS	528				hypothetical protein
GCF_000182345.1_ASM18234v1_00491	CDS	288				hypothetical protein
GCF_000182345.1_ASM18234v1_00492	CDS	900				hypothetical protein
GCF_000182345.1_ASM18234v1_00493	CDS	1437	norG_2		COG1167	HTH-type transcriptional regulator NorG
GCF_000182345.1_ASM18234v1_00494	CDS	1137	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
GCF_000182345.1_ASM18234v1_00495	CDS	1353	dsdX		COG2610	D-serine transporter DsdX
GCF_000182345.1_ASM18234v1_00496	CDS	1143	cdaR		COG3835	Carbohydrate diacid regulator
GCF_000182345.1_ASM18234v1_00497	CDS	207				hypothetical protein
GCF_000182345.1_ASM18234v1_00498	CDS	363				hypothetical protein
GCF_000182345.1_ASM18234v1_00499	CDS	1848				hypothetical protein
GCF_000182345.1_ASM18234v1_00500	CDS	537				hypothetical protein
GCF_000182345.1_ASM18234v1_00501	CDS	711	gph_1	3.1.3.18		Phosphoglycolate phosphatase
GCF_000182345.1_ASM18234v1_00502	CDS	318				hypothetical protein
GCF_000182345.1_ASM18234v1_00503	CDS	486				hypothetical protein
GCF_000182345.1_ASM18234v1_00504	CDS	915	argP_1			HTH-type transcriptional regulator ArgP
GCF_000182345.1_ASM18234v1_00505	CDS	1308				hypothetical protein
GCF_000182345.1_ASM18234v1_00506	CDS	843	leuO_1			HTH-type transcriptional regulator LeuO
GCF_000182345.1_ASM18234v1_00507	CDS	426				hypothetical protein
GCF_000182345.1_ASM18234v1_00508	CDS	513	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
GCF_000182345.1_ASM18234v1_00509	CDS	2691	ygjK	3.2.1.-		Glucosidase YgjK
GCF_000182345.1_ASM18234v1_00510	CDS	768				hypothetical protein
GCF_000182345.1_ASM18234v1_00511	CDS	1155			COG2220	putative protein
GCF_000182345.1_ASM18234v1_00512	CDS	246				hypothetical protein
GCF_000182345.1_ASM18234v1_00513	CDS	1491	farB			Fatty acid resistance protein FarB
GCF_000182345.1_ASM18234v1_00514	CDS	1026	emrA			Colistin resistance protein EmrA
GCF_000182345.1_ASM18234v1_00515	CDS	645	ompW		COG3047	Outer membrane protein W
GCF_000182345.1_ASM18234v1_00516	CDS	651			COG1357	Pentapeptide repeat protein
GCF_000182345.1_ASM18234v1_00517	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_00518	CDS	621				hypothetical protein
GCF_000182345.1_ASM18234v1_00519	CDS	1179	gbpA_1			GlcNAc-binding protein A
GCF_000182345.1_ASM18234v1_00520	CDS	441	lrp_1		COG1522	Leucine-responsive regulatory protein
GCF_000182345.1_ASM18234v1_00521	CDS	585				hypothetical protein
GCF_000182345.1_ASM18234v1_00522	CDS	774	viuB		COG2375	Vibriobactin utilization protein ViuB
GCF_000182345.1_ASM18234v1_00523	CDS	1167	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
GCF_000182345.1_ASM18234v1_00524	CDS	1773				hypothetical protein
GCF_000182345.1_ASM18234v1_00525	CDS	2229	pelX	4.2.2.9		Pectate disaccharide-lyase
GCF_000182345.1_ASM18234v1_00526	CDS	678	kdgM			Oligogalacturonate-specific porin KdgM
GCF_000182345.1_ASM18234v1_00527	CDS	1740				hypothetical protein
GCF_000182345.1_ASM18234v1_00528	CDS	624	eda_1		COG0800	Putative KHG/KDPG aldolase
GCF_000182345.1_ASM18234v1_00529	CDS	930	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
GCF_000182345.1_ASM18234v1_00530	CDS	912				hypothetical protein
GCF_000182345.1_ASM18234v1_00531	CDS	636				hypothetical protein
GCF_000182345.1_ASM18234v1_00532	CDS	321				hypothetical protein
GCF_000182345.1_ASM18234v1_00533	CDS	525	ygjV_1			Inner membrane protein YgjV
GCF_000182345.1_ASM18234v1_00534	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GCF_000182345.1_ASM18234v1_00535	CDS	783	kdgR		COG1414	Transcriptional regulator KdgR
GCF_000182345.1_ASM18234v1_00536	CDS	1869				hypothetical protein
GCF_000182345.1_ASM18234v1_00537	CDS	711	dinG_2	3.1.-.-		3'-5' exonuclease DinG
GCF_000182345.1_ASM18234v1_00538	CDS	870	pgrR_1			HTH-type transcriptional regulator PgrR
GCF_000182345.1_ASM18234v1_00539	CDS	807	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
GCF_000182345.1_ASM18234v1_00540	CDS	1149	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
GCF_000182345.1_ASM18234v1_00541	CDS	840	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
GCF_000182345.1_ASM18234v1_00542	CDS	462				hypothetical protein
GCF_000182345.1_ASM18234v1_00543	CDS	1092				hypothetical protein
GCF_000182345.1_ASM18234v1_00544	CDS	390				hypothetical protein
GCF_000182345.1_ASM18234v1_00545	CDS	804	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
GCF_000182345.1_ASM18234v1_00546	CDS	888	dmlR_1			HTH-type transcriptional regulator DmlR
GCF_000182345.1_ASM18234v1_00547	CDS	867				hypothetical protein
GCF_000182345.1_ASM18234v1_00548	CDS	621				hypothetical protein
GCF_000182345.1_ASM18234v1_00549	CDS	1680				hypothetical protein
GCF_000182345.1_ASM18234v1_00550	CDS	1341	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
GCF_000182345.1_ASM18234v1_00551	CDS	1158				hypothetical protein
GCF_000182345.1_ASM18234v1_00552	CDS	282				hypothetical protein
GCF_000182345.1_ASM18234v1_00553	CDS	285	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
GCF_000182345.1_ASM18234v1_00554	CDS	504				hypothetical protein
GCF_000182345.1_ASM18234v1_00555	CDS	2547	chiA_1	3.2.1.14		Chitinase A
GCF_000182345.1_ASM18234v1_00556	CDS	858	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCF_000182345.1_ASM18234v1_00557	CDS	591				hypothetical protein
GCF_000182345.1_ASM18234v1_00558	CDS	1026				hypothetical protein
