#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony556","SAMN17832013","PRJNA668870","GCA_019271055.1"," Chromosome",5.39209,46.1654,"chromosome 1:NZ_CP078619.1/CP078619.1; chromosome 2:NZ_CP078620.1/CP078620.1",,2,4272,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/055/GCA_019271055.1_ASM1927105v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/055/GCF_019271055.1_ASM1927105v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony547","SAMN17832005","PRJNA668870","GCA_019271215.1"," Chromosome",5.39209,46.1991,"chromosome 1:NZ_CP078635.1/CP078635.1; chromosome 2:NZ_CP078636.1/CP078636.1",,2,4236,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/215/GCA_019271215.1_ASM1927121v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/215/GCF_019271215.1_ASM1927121v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony554","SAMN17832011","PRJNA668870","GCA_019271095.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078623.1/CP078623.1; chromosome 2:NZ_CP078624.1/CP078624.1",,2,4203,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/095/GCA_019271095.1_ASM1927109v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/095/GCF_019271095.1_ASM1927109v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony551","SAMN17831995","PRJNA668870","GCA_019271895.1"," Chromosome",5.39209,46.1991,"chromosome 1:NZ_CP078655.1/CP078655.1; chromosome 2:NZ_CP078656.1/CP078656.1",,2,4233,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/895/GCA_019271895.1_ASM1927189v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/895/GCF_019271895.1_ASM1927189v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony552","SAMN17832009","PRJNA668870","GCA_019271135.1"," Chromosome",5.39209,46.1991,"chromosome 1:NZ_CP078627.1/CP078627.1; chromosome 2:NZ_CP078628.1/CP078628.1",,2,4212,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/135/GCA_019271135.1_ASM1927113v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/135/GCF_019271135.1_ASM1927113v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony546","SAMN17832004","PRJNA668870","GCA_019271235.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078637.1/CP078637.1; chromosome 2:NZ_CP078638.1/CP078638.1",,2,4197,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/235/GCA_019271235.1_ASM1927123v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/235/GCF_019271235.1_ASM1927123v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony90","SAMN17839803","PRJNA668870","GCA_019273755.1"," Chromosome",5.39209,46.2991,"chromosome 1:NZ_CP078735.1/CP078735.1; chromosome 2:NZ_CP078736.1/CP078736.1",,2,4145,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/273/755/GCA_019273755.1_ASM1927375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/273/755/GCF_019273755.1_ASM1927375v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony523","SAMN17831993","PRJNA668870","GCA_019271935.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078659.1/CP078659.1; chromosome 2:NZ_CP078660.1/CP078660.1",,2,4176,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/935/GCA_019271935.1_ASM1927193v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/935/GCF_019271935.1_ASM1927193v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony558","SAMN17832015","PRJNA668870","GCA_019271015.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078615.1/CP078615.1; chromosome 2:NZ_CP078616.1/CP078616.1",,2,4179,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/015/GCA_019271015.1_ASM1927101v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/015/GCF_019271015.1_ASM1927101v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony607","SAMN17832019","PRJNA668870","GCA_019270695.1"," Chromosome",5.39209,46.1654,"chromosome 1:NZ_CP078607.1/CP078607.1; chromosome 2:NZ_CP078608.1/CP078608.1",,2,4236,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/270/695/GCA_019270695.1_ASM1927069v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/270/695/GCF_019270695.1_ASM1927069v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony526","SAMN17832002","PRJNA668870","GCA_019271295.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078641.1/CP078641.1; chromosome 2:NZ_CP078642.1/CP078642.1",,2,4176,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/271/295/GCA_019271295.1_ASM1927129v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/271/295/GCF_019271295.1_ASM1927129v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Colony127","SAMN17839806","PRJNA668870","GCA_019273695.1"," Chromosome",5.39209,46.2654,"chromosome 1:NZ_CP078729.1/CP078729.1; chromosome 2:NZ_CP078730.1/CP078730.1",,2,4193,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/273/695/GCA_019273695.1_ASM1927369v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/273/695/GCF_019273695.1_ASM1927369v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M1-1","SAMN07637872","PRJNA407010","GCA_002803235.1","Scaffold",5.50782,45.1,,"PDDQ01",300,4979,"2017-12-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/235/GCF_002803235.1_ASM280323v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","NCTC10903","SAMEA3649022","PRJEB6403","GCA_900460535.1","Contig",5.16873,45.3,,"UHIL01",5,4541,"2018-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/460/535/GCA_900460535.1_42650_C02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/535/GCF_900460535.1_42650_C02"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 17802","SAMN06076928","PRJNA245882","GCA_001998785.1","Contig",5.07105,45.3,,"MQUE01",64,4519,"2017-02-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/785/GCF_001998785.1_ASM199878v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 17802","SAMN03458146","PRJNA280160","GCA_001011015.1","Scaffold",5.06773,45.2,,"LATW01",51,4523,"2015-04-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/015/GCF_001011015.1_ASM101101v1"
"Vibrio parahaemolyticus NBRC 12711","Bacteria;Pseudomonadota;Gammaproteobacteria","NBRC 12711","SAMD00018682","PRJDB345","GCA_000813305.1","Contig",4.99187,45.3,,"BBQD01",39,4391,"2014-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/305/GCA_000813305.1_ASM81330v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/305/GCF_000813305.1_ASM81330v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","SM3","SAMN09694271","PRJNA482034","GCA_009859365.1","Contig",5.44035,45.2,,"QPQD01",5,4835,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/365/GCF_009859365.1_ASM985936v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","SM4","SAMN09694272","PRJNA482034","GCA_009859345.1","Contig",5.4447,45.2,,"QPQE01",5,4842,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/345/GCF_009859345.1_ASM985934v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","SG091","SAMN35549257","PRJNA978341","GCA_030235575.1","Contig",5.52905,45.3,,"JASSJZ01",18,4918,"2023-06-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/235/575/GCF_030235575.1_ASM3023557v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","WS","SAMN09694274","PRJNA482034","GCA_009859305.1","Contig",5.20668,45.4,,"QPQG01",4,4613,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/305/GCF_009859305.1_ASM985930v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MGYG-HGUT-02331","SAMEA5851835","PRJEB33885","GCA_902385965.1","Contig",5.26246,45.3,,"CABMHD01",4,4632,"2019-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/385/965/GCA_902385965.1_UHGG_MGYG-HGUT-02331","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/385/965/GCF_902385965.1_UHGG_MGYG-HGUT-02331"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","J39","SAMN35549254","PRJNA978341","GCA_030235605.1","Contig",5.41407,45.3,,"JASSKC01",3,4820,"2023-06-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/235/605/GCF_030235605.1_ASM3023560v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","WY3","SAMN09694275","PRJNA482034","GCA_009859285.1","Contig",5.30717,45.3,,"QPQH01",4,4717,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/285/GCF_009859285.1_ASM985928v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","SC4","SAMN09694269","PRJNA482034","GCA_009859405.1","Contig",5.29654,45.4,,"QPQB01",3,4709,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/405/GCF_009859405.1_ASM985940v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","WC15","SAMN09694273","PRJNA482034","GCA_009859325.1","Contig",5.29882,45.4,,"QPQF01",3,4708,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/325/GCF_009859325.1_ASM985932v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","SK","SAMN09694270","PRJNA482034","GCA_009859385.1","Contig",5.30294,45.3,,"QPQC01",3,4697,"2020-01-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/859/385/GCF_009859385.1_ASM985938v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20030","SAMN29856448","PRJNA860711","GCA_024495585.1","Contig",5.19113,45.4,,"JANHFC01",2,4557,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/585/GCF_024495585.1_ASM2449558v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","2013V-1176","SAMN12648284","PRJNA266293","GCA_014525355.1","Contig",5.32884,45.3,,"JACGLU01",3,4693,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/525/355/GCA_014525355.1_ASM1452535v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/525/355/GCF_014525355.1_ASM1452535v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","2013V-1220","SAMN13500486","PRJNA266293","GCA_014525225.1","Contig",5.0822,45.4,,"JACGLX01",3,4382,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/525/225/GCA_014525225.1_ASM1452522v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/525/225/GCF_014525225.1_ASM1452522v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_52","SAMN03255432","PRJNA231221","GCA_001188135.2","Contig",5.17375,45.3,,"JWSR02",4,4550,"2014-12-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/135/GCF_001188135.2_ASM118813v2"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20031","SAMN29856449","PRJNA860711","GCA_024495565.1","Scaffold",5.21888,45.3,,"JANHFB01",3,4585,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/565/GCF_024495565.1_ASM2449556v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","J41","SAMN35549255","PRJNA978341","GCA_030235525.1","Contig",5.19657,45.4,,"JASSKB01",12,4603,"2023-06-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/235/525/GCF_030235525.1_ASM3023552v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","NCTC10884","SAMEA3443777","PRJEB6403","GCA_900460415.1","Contig",5.37549,45.3,,"UHIM01",3,4702,"2018-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/460/415/GCA_900460415.1_39111_F02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/415/GCF_900460415.1_39111_F02"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","J36","SAMN35549253","PRJNA978341","GCA_030235565.1","Contig",5.38878,45.3,,"JASSKD01",11,4819,"2023-06-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/235/565/GCF_030235565.1_ASM3023556v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_120","SAMN03996335","PRJNA231221","GCA_001471485.2","Contig",5.33247,45.2,,"LOSG02",3,4714,"2015-12-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/471/485/GCF_001471485.2_ASM147148v2"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","2013V-1125","SAMN13500485","PRJNA266293","GCA_014525115.1","Contig",5.16601,45.3,,"JACGME01",5,4463,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/525/115/GCA_014525115.1_ASM1452511v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/525/115/GCF_014525115.1_ASM1452511v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","7B","SAMN35549256","PRJNA978341","GCA_030236675.1","Contig",5.48088,45.3,,"JASSKA01",44,4865,"2023-06-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/236/675/GCF_030236675.1_ASM3023667v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GIMxtfL88-2011.05","SAMN06169820","PRJNA358320","GCA_001921805.1","Contig",5.08365,45.2,,"MSFW01",67,4648,"2016-12-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/921/805/GCF_001921805.1_ASM192180v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-383","SAMN12495047","PRJNA558539","GCA_008039905.1","Contig",5.06165,45.3,,"VRMQ01",72,4587,"2019-08-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/039/905/GCF_008039905.1_ASM803990v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","G3578","SAMN06917277","PRJNA263814","GCA_002221245.1","Contig",5.22291,45.2,,"NIYO01",27,4731,"2017-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/245/GCF_002221245.1_ASM222124v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP42","SAMN15455880","PRJNA644273","GCA_014057915.1","Contig",5.05345,45.3,,"JACBKD01",29,4373,"2020-08-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/057/915/GCA_014057915.1_ASM1405791v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/057/915/GCF_014057915.1_ASM1405791v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP2502","SAMN15455888","PRJNA644273","GCA_014057765.1","Contig",5.07388,45.3,,"JACBKL01",38,4403,"2020-08-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/057/765/GCA_014057765.1_ASM1405776v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/057/765/GCF_014057765.1_ASM1405776v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMA12.14","SAMN05858276","PRJNA345102","GCA_002018735.1","Scaffold",5.24664,45.2,,"MKQZ01",24,4709,"2017-03-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/735/GCF_002018735.1_ASM201873v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M14-00202","SAMN24777700","PRJNA795272","GCA_022397695.1","Contig",4.99568,45.4,,"JAKEUD01",24,4455,"2022-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/397/695/GCA_022397695.1_ASM2239769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/397/695/GCF_022397695.1_ASM2239769v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","NA9","SAMN08329241","PRJNA429067","GCA_002880435.1","Contig",5.06793,45.3,,"POBR01",41,4628,"2018-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/435/GCF_002880435.1_ASM288043v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M14-00202b","SAMN24777701","PRJNA795272","GCA_022397605.1","Contig",5.14138,45.3,,"JAKEUC01",30,4656,"2022-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/397/605/GCA_022397605.1_ASM2239760v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/397/605/GCF_022397605.1_ASM2239760v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GSJ2016VP009","SAMN11959618","PRJNA546474","GCA_006370575.1","Contig",5.04923,45.3,,"VFEY01",45,4536,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/575/GCF_006370575.1_ASM637057v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_53","SAMN03255433","PRJNA231221","GCA_001188035.2","Contig",5.31812,45.2,,"JWSV02",8,4754,"2014-12-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/035/GCF_001188035.2_ASM118803v2"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VpQ8-15","SAMN19769870","PRJNA739023","GCA_021890295.1","Scaffold",4.98685,45.3,,"JAHQCP01",26,4449,"2022-02-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/890/295/GCA_021890295.1_ASM2189029v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/890/295/GCF_021890295.1_ASM2189029v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","NA4","SAMN08329237","PRJNA429067","GCA_002880475.1","Contig",5.06694,45.3,,"POBV01",42,4630,"2018-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/475/GCF_002880475.1_ASM288047v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP161895","SAMN09742578","PRJNA483379","GCA_006383265.1","Contig",4.93199,45.4,,"QRSH01",19,4371,"2019-06-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/383/265/GCF_006383265.1_ASM638326v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp336","SAMN06161405","PRJNA357868","GCA_002154055.1","Contig",5.13618,45.3,,"MSAP01",121,4658,"2017-05-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/154/055/GCF_002154055.1_ASM215405v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","xtf22","SAMN06110496","PRJNA356223","GCA_002150175.1","Contig",5.01798,45.3,,"MRSZ01",64,4522,"2017-05-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/150/175/GCF_002150175.1_ASM215017v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A5","SAMN32300789","PRJNA913553","GCA_027277905.1","Contig",5.31916,45.3,,"JAPXUS01",75,4785,"2022-12-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/277/905/GCF_027277905.1_ASM2727790v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MSR17","SAMN10426773","PRJNA505599","GCA_009738025.1","Scaffold",5.24159,45.2,,"RPDB01",63,4655,"2019-12-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/025/GCF_009738025.1_ASM973802v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B5","SAMN32302293","PRJNA913625","GCA_027277585.1","Contig",5.28056,45.2,,"JAPXVM01",326,4914,"2022-12-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/277/585/GCF_027277585.1_ASM2727758v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP-36","SAMN03107385","PRJNA263814","GCA_001023105.1","Contig",5.19387,45.3,,"LBHE01",32,4685,"2015-06-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/023/105/GCF_001023105.1_ASM102310v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP-26","SAMN03107383","PRJNA263814","GCA_001023055.1","Contig",5.11299,45.3,,"LBHD01",30,4594,"2015-06-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/023/055/GCF_001023055.1_ASM102305v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BI-1H","SAMN15597510","PRJNA647777","GCA_024531175.1","Contig",4.96352,45.4,,"JACENS01",29,4418,"2022-08-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/531/175/GCF_024531175.1_ASM2453117v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","G149","SAMN06042541","PRJNA354199","GCA_002220925.1","Scaffold",5.10153,45.3,,"MPPO01",26,4558,"2017-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/925/GCF_002220925.1_ASM222092v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B2","SAMN32302157","PRJNA913616","GCA_027277685.1","Contig",5.08078,45.3,,"JAPXVJ01",77,4565,"2022-12-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/277/685/GCF_027277685.1_ASM2727768v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B1","SAMN32302155","PRJNA913614","GCA_027277625.1","Contig",5.08193,45.3,,"JAPXVI01",71,4561,"2022-12-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/277/625/GCF_027277625.1_ASM2727762v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP4","SAMN05578013","PRJNA263814","GCA_002209675.1","Contig",5.21458,45.2,,"MDWU01",34,4739,"2017-06-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/675/GCF_002209675.1_ASM220967v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","100157","SAMN05935540","PRJNA350230","GCA_001895635.1","Scaffold",5.05476,45.3,,"MORV01",47,4526,"2016-12-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/635/GCF_001895635.1_ASM189563v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP120036","SAMN09742605","PRJNA483379","GCA_006382635.1","Scaffold",5.07132,45.2,,"QRRI01",27,4537,"2019-06-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/382/635/GCF_006382635.1_ASM638263v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN007455","SAMN02741391","PRJNA245882","GCA_000706985.2","Contig",5.15259,45.2,,"JNTL02",42,4604,"2014-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/985/GCA_000706985.2_ASM70698v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/706/985/GCF_000706985.2_ASM70698v2"
