Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN02741392,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707285.2_ASM70728v2
SAMN02741378,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707305.2_ASM70730v2
SAMN02741360,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707325.2_ASM70732v2
SAMN02741402,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707345.1_ASM70734v2
SAMN02741394,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707365.2_ASM70736v2
SAMN02741367,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707385.2_ASM70738v2
SAMN02741365,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707405.1_ASM70740v2
SAMN02741366,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707425.2_ASM70742v2
SAMN02741368,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707445.2_ASM70744v2
SAMN02741369,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707465.2_ASM70746v2
SAMN02741370,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707485.2_ASM70748v2
SAMN02741371,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707505.2_ASM70750v2
SAMN02741355,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707525.2_ASM70752v2
SAMN02741356,clam,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707545.2_ASM70754v2
SAMN02741357,environment,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707565.2_ASM70756v2
SAMN01816333,environment,host_source_NA,"Pathogen bacterial, environmental sample from Vibrio parahaemolyticus O4:K12 str. K1203",Non_clinical,GCF_000707585.2_ASM70758v2
SAMN01816336,environment gulf coast,host_source_NA,"Pathogen bacterial, environmental sample from Vibrio parahaemolyticus 98-513-F52",Non_clinical,GCF_000707605.2_ASM70760v2
SAMN02741350,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707625.2_ASM70762v2
SAMN02741399,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707645.2_ASM70764v2
SAMN02741400,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707665.2_ASM70766v2
SAMN02741382,wound,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707685.2_ASM70768v2
SAMN02741383,ear,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707705.2_ASM70770v2
SAMN02741384,wound,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707725.2_ASM70772v2
SAMN02741385,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707745.2_ASM70774v2
SAMN02741386,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707765.2_ASM70776v2
SAMN02741388,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707785.2_ASM70778v2
SAMN02741387,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707805.2_ASM70780v2
SAMN02741389,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707825.2_ASM70782v2
SAMN02741361,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707845.1_ASM70784v2
SAMN02741362,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000707865.2_ASM70786v2
SAMN02741351,missing,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707885.2_ASM70788v2
SAMN02741390,oyster,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000707905.2_ASM70790v2
SAMN02867584,stomach,penaeid shrimp,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_000732245.1_ASM73224v1
SAMN02912086,sediment,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000732985.1_ASM73298v1
SAMN02912085,sediment,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000732995.1_ASM73299v1
SAMN02910584,EMS/AHPND-diseased hepatopancreas,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000736315.1_ASM73631v1
SAMN02910585,shrimp pond,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000736325.1_ASM73632v1
SAMN02910583,EMS/AHPND-diseased hepatopancreas,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_000736335.1_ASM73633v1
SAMN02910586,shrimp pond sediment,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_000736345.1_ASM73634v1
SAMN02866418,stomach,Penaeus vannamei,MIGS Cultured Bacterial/Archaeal sample from Vibrio parahaemolyticus,Non_clinical,GCF_000737635.1_ASM73763v1
SAMN03195665,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_000786835.1_T12739
SAMN03195667,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_000786845.1_T9109
SAMN03195675,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_000786855.1_ASM78685v1
SAMN03195677,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_000786865.1_ASM78686v1
SAMN02204306,oyster sample,missing,Vibrio parahaemolyticus 846,Non_clinical,GCF_000877405.1_ASM87740v1
SAMN02204304,water sample,missing,Vibrio parahaemolyticus VP551,Non_clinical,GCF_000877415.2_ASM87741v2
SAMN02204316,stool sample,missing,Vibrio parahaemolyticus 97-10290,Clinical,GCF_000877425.1_ASM87742v1
SAMN02204308,oyster sample,missing,Vibrio parahaemolyticus 930,Non_clinical,GCF_000877475.2_ASM87747v2
SAMN02204307,plankton sample,missing,Vibrio parahaemolyticus 863,Non_clinical,GCF_000877485.2_ASM87748v2
SAMN02204309,stool sample,missing,Vibrio parahaemolyticus 3324,Clinical,GCF_000877495.1_ASM87749v1
SAMN02204314,stool sample,missing,Vibrio parahaemolyticus 12315,Clinical,GCF_000877535.1_ASM87753v1
SAMN02204320,stool sample,missing,Vibrio parahaemolyticus EN9701173,Clinical,GCF_000877555.1_ASM87755v1
SAMN02204321,stool sample,missing,Vibrio parahaemolyticus EN9901310,Clinical,GCF_000877565.1_ASM87756v1
SAMN02204311,stool sample,missing,Vibrio parahaemolyticus 3631,Clinical,GCF_000877595.2_ASM87759v2
SAMN02204305,plankton sample,missing,Vibrio parahaemolyticus VP766,Non_clinical,GCF_000877605.1_ASM87760v1
SAMN02204310,stool sample,missing,Vibrio parahaemolyticus 3355,Clinical,GCF_000877615.2_ASM87761v2
SAMN02204303,oyster sample,missing,Vibrio parahaemolyticus 49,Non_clinical,GCF_000877625.1_ASM87762v1
SAMN02204315,stool sample,missing,Vibrio parahaemolyticus 901128,Clinical,GCF_000877675.1_ASM87767v1
SAMN02204317,stool sample,missing,Vibrio parahaemolyticus EN2910,Clinical,GCF_000877685.1_ASM87768v1
SAMN02204318,stool sample,missing,Vibrio parahaemolyticus EN9701072,Clinical,GCF_000877715.1_ASM87771v1
SAMN02204319,stool sample,missing,Vibrio parahaemolyticus EN9701121,Clinical,GCF_000877725.1_ASM87772v1
SAMN02204312,stool sample,missing,Vibrio parahaemolyticus 3644,Clinical,GCF_000877755.1_ASM87775v1
SAMN02204313,stool sample,missing,Vibrio parahaemolyticus 3646,Clinical,GCF_000877765.2_ASM87776v2
SAMN03287765,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878565.1_ASM87856v1
SAMN03287766,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878575.1_ASM87857v1
SAMN03287767,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878585.1_ASM87858v1
SAMN03287764,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878595.1_ASM87859v1
SAMN03287763,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878645.1_ASM87864v1
SAMN03287761,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878675.1_ASM87867v1
SAMN03287759,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878705.1_ASM87870v1
SAMN03287758,clinical sample,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878725.1_ASM87872v1
SAMN03287762,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878735.1_ASM87873v1
SAMN03287757,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878755.1_ASM87875v1
SAMN03287714,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878785.1_ASM87878v1
SAMN03287715,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878805.1_ASM87880v1
SAMN03287713,clinical sample,Vibrio gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000878815.1_ASM87881v1
SAMN03349598,not collected,Gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000951795.1_ASM95179v1
SAMN02712350,isolation_source_NA,Homo sapiens,Vibrio parahaemolyticus K1461,Clinical,GCF_000958575.1_K1461
SAMN02712351,isolation_source_NA,Homo sapiens,Vibrio parahaemolyticus K1275,Clinical,GCF_000958585.1_K1275
SAMN03349602,not collected,Gastroenteritis,Vibrio parahaemolyticus O5:KUT,Clinical,GCF_000960565.1_ASM96056v1
SAMN03349603,not collected,Gastroenteritis,Vibrio parahaemolyticus O2:K3,Clinical,GCF_000960645.1_ASM96064v1
SAMN03349605,not collected,Gastroenteritis,Vibrio parahaemolyticus O1:KUT,Clinical,GCF_000960655.1_ASM96065v1
SAMN03349604,not collected,Gastroenteritis,Vibrio parahaemolyticus O1:K58,Clinical,GCF_000960665.1_ASM96066v1
SAMN03349606,not collected,Gastroenteritis,Vibrio parahaemolyticus O3:K6,Clinical,GCF_000960685.1_ASM96068v1
SAMN03452299,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972025.1_ASM97202v1
SAMN03452294,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972035.1_ASM97203v1
SAMN03452290,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972045.1_ASM97204v1
SAMN03452293,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972055.1_ASM97205v1
SAMN03452300,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972105.1_ASM97210v1
SAMN03452292,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000972125.1_ASM97212v1
SAMN03452291,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000974905.1_ASM97490v1
SAMN03452289,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_000975195.1_ASM97519v1
SAMN03349609,not collected,Gastroenteritis,Vibrio parahaemolyticus O3:K6,Clinical,GCF_001006105.1_ASM100610v1
SAMN03349607,not collected,Gastroenteritis,Vibrio parahaemolyticus O1:KUT,Clinical,GCF_001006115.1_ASM100611v1
SAMN03349608,not collected,Gastroenteritis,Vibrio parahaemolyticus O8:KUT,Clinical,GCF_001006125.1_ASM100612v1
SAMN03349611,not collected,Gastroenteritis,Vibrio parahaemolyticus O6:K18,Clinical,GCF_001006185.1_ASM100618v1
SAMN03349610,not collected,Gastroenteritis,Vibrio parahaemolyticus O1:K56,Clinical,GCF_001006195.1_ASM100619v1
SAMN03349612,not collected,Gastroenteritis,Vibrio parahaemolyticus O1:K58,Clinical,GCF_001006205.1_ASM100620v1
SAMN03107386,not applicable,not applicable,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001007525.1_ASM100752v1
SAMN03177810,clinical patient,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001007535.1_ASM100753v1
SAMN03177809,clinical patient,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001007545.1_ASM100754v1
SAMN03458146,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001011015.1_ASM101101v1
SAMN03646983,aquaculture environment,Seriola dumerili,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_001013435.1_ASM101343v1
SAMN03107383,not applicable,not applicable,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001023055.1_ASM102305v1
SAMN03107385,not applicable,not applicable,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001023105.1_ASM102310v1
SAMN03177811,oysters,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001023125.1_ASM102312v1
SAMN03177808,clinical patient,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001023155.1_ASM102315v1
SAMN03255433,environmental,Not Applicable,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001188035.2_ASM118803v2
SAMN03255432,environmental,Not Applicable,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001188135.2_ASM118813v2
SAMN03255431,stool,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001188185.2_ASM118818v2
SAMN03159469,missing,finespotted flounder,Vibrio parahaemolyticus FORC_008 finespotted flounder isolate,Non_clinical,GCF_001244315.1_ASM124431v1
SAMN03795177,Mollusc,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267555.1_ASM126755v1
SAMN03795178,Mollusc,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267595.1_ASM126759v1
SAMN03795186,seafood,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267625.1_ASM126762v1
SAMN03795187,Canada,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267635.1_ASM126763v1
SAMN03795181,Mollusc,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267655.1_ASM126765v1
SAMN03795180,Mollusk,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001267965.1_ASM126796v1
SAMN03795184,seafood,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001268005.1_ASM126800v1
SAMN03795185,seafood,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001268015.1_ASM126801v1
SAMN03795188,seafood,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001268045.1_ASM126804v1
SAMN03799832,Clam,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270125.1_ASM127012v1
SAMN03800013,Oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270145.1_ASM127014v1
SAMN03799841,Oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270155.1_ASM127015v1
SAMN03799853,Oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270215.1_ASM127021v1
SAMN03799842,Oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270235.1_ASM127023v1
SAMN03799835,Imported Shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001270285.1_ASM127028v1
SAMN02781335,littoral Pacific Ocean Southern Chile,no disease,mussels/2005,Non_clinical,GCF_001270805.1_ASM127080v1
SAMN02781338,"human with diarrhea assosiated with seafood cunsumption, Hospital General",recovery,feces xxx,Clinical,GCF_001270815.1_ASM127081v1
SAMN02781339,"human with diarrhea assosiated with seafood cunsumption, Hospital General",recovery,feces xxx,Clinical,GCF_001270825.1_ASM127082v1
SAMN02781341,littoral Pacific Ocean Southern Chile,no disease,mussels/2005,Non_clinical,GCF_001270835.1_ASM127083v1
SAMN02781333,"human with diarrhea assosiated with seafood cunsumption, Pacific Ocean Coast Northern Chile",recovery,feces xx,Clinical,GCF_001270885.1_ASM127088v1
SAMN02781336,"human with diarrhea assosiated with seafood cunsumption, Hospital General",recovery,feces xxx,Clinical,GCF_001270895.1_ASM127089v1
